courtroomCC.jpg,0,0
c_classroom_sala02.jpg,0,0
mountain-snow-walking-snow-mountain-winter-landscapeCC.jpg,1,1
Tennis_CourtCC.jpg,1,1
Stavronikita_BeachCC.jpg,1,1
d_dining_room_indoor_0582.jpg,0,0
k_kitchen_IMG_3734.jpg,1,0
o_office_despacho.jpg,1,0
Farm_Kartoffelfeld_SchwedenCC.jpg,0,1
b_bathroom_bothroom99.jpg,1,0
l_living_room_living53.jpg,1,0
g_garden_1280_2.jpg,1,1
s_savanna_kiangwest_savanna.jpg,0,1
b_bedroom_pittsburgh_IMG_4079.jpg,0,0
c_castle_castle_000001.jpg,0,1
r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg,0,1
b_bedroom_pittsburgh_IMG_4079.jpg,0,0
c_castle_castle_000001.jpg,0,1
g_garden_1280_2.jpg,1,1
b_bathroom_bothroom99.jpg,1,0
Stavronikita_BeachCC.jpg,1,1
k_kitchen_IMG_3734.jpg,1,0
mountain-snow-walking-snow-mountain-winter-landscapeCC.jpg,1,1
c_classroom_sala02.jpg,0,0
l_living_room_living53.jpg,1,0
s_savanna_kiangwest_savanna.jpg,0,1
o_office_despacho.jpg,1,0
d_dining_room_indoor_0582.jpg,0,0
r_railroad_tunnel_outdoor_railroad_tunnel_000128.jpg,0,1
Tennis_CourtCC.jpg,1,1
Farm_Kartoffelfeld_SchwedenCC.jpg,0,1
courtroomCC.jpg,0,0
rainboot.jpg,0,0
trafficlight.jpg,0,1
martiniglass01b.jpg,0,0
electrictoothbrush01c.jpg,1,0
webcam.jpg,1,0
treadmill.jpg,0,1
lawnmower.jpg,1,1
television.jpg,1,0
shoppingcart.jpg,0,1
downhillski.jpg,1,1
cookingpot.jpg,1,0
beachumbrella01.jpg,1,1
bowlingpin.jpg,0,0
tennisracket.jpg,1,1
callbell.jpg,0,1
hardhat02.jpg,0,0
beachumbrella01.jpg,1,1
martiniglass01b.jpg,0,0
electrictoothbrush01c.jpg,1,0
rainboot.jpg,0,0
webcam.jpg,1,0
treadmill.jpg,0,1
bowlingpin.jpg,0,0
callbell.jpg,0,1
lawnmower.jpg,1,1
trafficlight.jpg,0,1
shoppingcart.jpg,0,1
television.jpg,1,0
downhillski.jpg,1,1
hardhat02.jpg,0,0
tennisracket.jpg,1,1
cookingpot.jpg,1,0
